spid	artist	album	song	taglist
5McmaMlnbBjIQD1yn56KG5	5 Seconds Of Summer	5 Seconds Of Summer (Deluxe)	Kiss Me Kiss Me	spotify:owned
3yfVjCrDVoxs0Ui4SVtOLr	5 Seconds Of Summer	5 Seconds Of Summer	Good Girls	spotify:owned
0DkLK4q2SxFdZJhkyNvrvS	5 Seconds Of Summer	5 Seconds Of Summer	18	spotify:owned
5ZndIlfBM43CegOSMwAMc9	The Wanted	Battleground (Deluxe Edition)	Lightning	spotify:owned
58wDAVnV32PSR2iP2djJhS	American Authors	Oh, What A Life	Heart Of Stone	spotify:owned
2HP8EOfdW5ALuWuSZLswWK	Plain White T's	Every Second Counts	Our Time Now	spotify:owned
7Kdy6btK7L0XkLyCtQBnMd	American Authors	American Authors	Hit It	spotify:owned
4kbj5MwxO1bq9wjT5g9HaA	Walk the Moon	TALKING IS HARD	Shut Up and Dance	spotify:owned
3BuPop8SzLG2Q88TJcFAjp	Sam Hunt	Montevallo	Raised On It	spotify:owned
3wx2kQWPn9p5UppQbNhPAk	Sam Hunt	Montevallo	Leave The Night On	spotify:owned
06s3Z0bqUVs3uWtKSBKAs5	Rooney	Eureka	The Hunch	spotify:owned
6TRlfPQEgJXPUnApu90M2A	Rascal Flatts	Unstoppable	She'd Be California	spotify:owned
6LCbPOnvjxSaRnNBKH1JII	P!nk	Can't Take Me Home	There You Go	spotify:owned
6wMeMFLaD4NCxXzkXgkuM1	Olly Murs	Wrapped Up	Wrapped Up	spotify:owned
573latfTMO7SpGtStVrQx5	New Politics	A Bad Girl In Harlem	Harlem	spotify:owned
2eQOMQkStoRUQyq6HGh1iG	The Mowgli's	Waiting For The Dawn	San Francisco	spotify:owned
5x9VIW2fS21JMswOt6AORI	MKTO	Classic	Classic	spotify:owned
70iPeklfJJ5wDSlkGstJ2l	Matt White	Best Days	Anybody Else	spotify:owned
7tRQdzGdJ5KDhow1kYe69B	Matt Nathanson	Modern Love	Modern Love	spotify:owned
2eLplOs3tISvZMpdZmirUh	Mat Kearney	Young Love	Hey Mama	spotify:owned
77xgXc56h19AhTLKrWcijW	Kris Allen	Thank You Camellia (Deluxe Version)	Better With You	spotify:owned
3huV7eiNpaQlCB3LbZi9bB	The Kooks	Listen	Bad Habit	spotify:owned
30puKKdz2Y58qWFhIWg7u9	Kelley James	The Recent Future EP	Perfect To Me	spotify:owned
64nvpxQKB63Aj1t7Gr3IxB	Kelley James	In a City That Has No Name	Love Ain't Easy	spotify:owned
72elm7fbWP0kmA8uHEzPk6	Kelley James	The Pattern Transcending	Sucks	spotify:owned
1TBdkmsKIxCri39520tDtm	Kelley James	In a City That Has No Name	Leaving Me Out	spotify:owned
6OGCKlNIiMSjsQOhn1B3qB	Kelley James	In a City That Has No Name	In Between	spotify:owned
4ewwuy55h4GGg5cgGvbcZW	Kelley James	The Pattern Transcending	California	spotify:owned
3jorQbLjArrzUh9P2xmxWJ	Kelley James	The Pattern Transcending	Wonderful Place	spotify:owned
6oekuqGVMxK9wLGiF9VsAE	Kelley James	The Pattern Transcending	Carolina	spotify:owned
4Oqe6CxOADnDJqP0dzbjOz	Kelley James	The Pattern Transcending	That's My Girl	spotify:owned
6IyK2FVzqVA0xlAv1ev1KP	Kelley James	Break Free	Friends With Benefits (Oh No!)	spotify:owned
28L4ZmgCWyESWSBxACpVcE	K'NAAN	Troubadour	Take A Minute	spotify:owned
2VhPOtIQw2UpQmRVevdviU	Jessie J	Bang Bang	Bang Bang	spotify:owned
1o4GudIOavXLhzmgFbvPgr	Jake Owen	Days of Gold	1972	spotify:owned
1TQyRzRnGJflBhUHAwtk1x	Fun.	Aim and Ignite [Deluxe Version]	All The Pretty Girls	spotify:owned
5xdFitc41cUXrRtR5dzwg5	Dan + Shay	Where It All Began	Can't Say No	spotify:owned
4MNCQDdr7HcQxSciFQtmV5	The Colourist	The Colourist	Tonight (Young Hearts)	spotify:owned
47GsnVOxlKCmJmN6srlrlI	Christina Grimmie	With Love	Feelin' Good	spotify:owned
0krgojXagtXja4EORPPyxA	Christina Grimmie	With Love	Make It Work	spotify:owned
5eiUMdypwwCEEm9xjQpbjp	Christina Grimmie	With Love	Absolutely Final Goodbye	spotify:owned
7hCNBVRhHzcsRAv0TQnOzq	Bruno Mars	Doo-Wops & Hooligans	Runaway Baby	spotify:owned
1BwhFXqoIsePt21WyWIttb	Bleachers	Strange Desire	I Wanna Get Better	spotify:owned
5L95vS64rG1YMIFm1hLjyZ	Bleachers	Strange Desire	Rollercoaster	spotify:owned
4orphgwPHHRsdEkfUmANSD	Andy Grammer	Magazines Or Novels	Honey, I'm Good.	spotify:owned
7tg0OrYieTMcQmxIczNMqE	Andy Grammer	Andy Grammer	Fine By Me	spotify:owned
64mh5ho7Zf6UT2hVIyxGJw	American Authors	American Authors	Believer	spotify:owned
0s8XyNiZlOjH2uerXGwV6P	5 Seconds Of Summer	Amnesia	Daylight	spotify:owned
0ZeBg8lBbcv7zN4Kj5K8jc	5 Seconds Of Summer	Good Girls	Just Saying	spotify:owned
3CHwhGXeK1kCzxfbmoRK1d	5 Seconds Of Summer	5 Seconds Of Summer	18	spotify:owned
1OONExD5MNwgVwRiJPZjbr	Colbie Caillat	Gypsy Heart Side A	Blaze	spotify:owned
0W5DIOhAqKejX1vwpOzKhQ	Relient K	Collapsible Lung	Don't Blink	spotify:owned
0El2Zyt68nYySFDG87hZgM	Florida Georgia Line	Anything Goes	Sun Daze	spotify:owned
7LcfRTgAVTs5pQGEQgUEzN	Maroon 5	Hands All Over	Moves Like Jagger - Studio Recording From The Voice Performance	spotify:owned
2tqchwC1RcrB1El6Mv1qS9	Maroon 5	V	Maps	spotify:owned
6sy3LkhNFjJWlaeSMNwQ62	OneRepublic	Native	Counting Stars	spotify:owned
6plKFdrBnKF0y3CRuceTDh	Matt Nathanson	Modern Love	Faster	spotify:owned
0dBW6ZsW8skfvoRfgeerBF	Taylor Swift	Speak Now	Mine	spotify:owned
3HgzjJO64ki9otFY0hqepG	The Ready Set	The Bad & The Better	Freakin' Me Out	spotify:owned
4RtI4NxSbTIxCMIjERsQ83	The Ready Set	The Bad & The Better	Higher	spotify:owned
4IjGEOOCVNCYHKJDXnAMZQ	Florida Georgia Line	Sun Daze	Sun Daze	spotify:owned
1ZXghvDsLQJS2SENdvbQe7	Finger Eleven	Them vs. You. vs. Me (Deluxe Edition) and (Bonus Cuts)	Falling On	spotify:owned
7nULd4wYrLEOG9YsrbXTDd	Eric Paslay	Friday Night	Friday Night	spotify:owned
2rdMtZwDLfqOOYOhOUE9gF	The Downtown Fiction	Punk Goes Pop 4	Super Bass	spotify:owned
69J73rzjNvo8b9ZwWlL4FS	Colbie Caillat	Gypsy Heart	Never Gonna Let You Down	spotify:owned
78RZWufYilKsg96Nw28UWQ	Colbie Caillat	Gypsy Heart	Live It Up	spotify:owned
2ujRFTl217LTbB1OsSHBYA	Colbie Caillat	Gypsy Heart	Blaze	spotify:owned
6cDJ7MHHipBaGUrq6U9TZB	American Authors	Oh, What A Life	Ghost	spotify:owned
06gpP3tBcFGCKjg0ilajMX	American Authors	American Authors	Luck	spotify:owned
0ZZZoPY5BBr925TtoRs64b	American Authors	Oh, What A Life	Heart Of Stone	spotify:owned
57MOpbjOIoWMZnstWOtfm6	5 Seconds Of Summer	5 Seconds Of Summer	Don't Stop	spotify:owned
1gugDOSMREb34Xo0c1PlxM	5 Seconds Of Summer	5 Seconds Of Summer	She Looks So Perfect	spotify:owned
5rAl0BsVH2ZPxmCAaRA6QY	New Found Glory	Selfless	Selfless	spotify:owned
3HGbEnL8pr4Ta3fmtfYorM	Hootie & The Blowfish	Looking for Lucky	Free to Everyone	spotify:owned
4d8hHLMIBsvcMSxY1S2Z6p	Hootie & The Blowfish	Looking for Lucky	Waltz into Me	spotify:owned
3l4nQQxJ4itzs0RUBMZW0l	Hootie & The Blowfish	Looking for Lucky	Autumn Jones	spotify:owned
3sDqrgCEDqNrcMxiPfaI6H	Hootie & The Blowfish	Looking for Lucky	Leaving	spotify:owned
3VGggSf2S6P3779YgPjYEW	Hootie & The Blowfish	Looking for Lucky	One Love	spotify:owned
5A5GN4rl8gsd8GzrqJrRw3	Hootie & The Blowfish	Looking for Lucky	A Smile	spotify:owned
1almSSarIdC0cjmPzpTT6y	Hootie & The Blowfish	Looking for Lucky	Can I See You	spotify:owned
5vsv9j8NU8oWbbAYRETZaf	Hootie & The Blowfish	Looking for Lucky	Another Year's Gone By	spotify:owned
748nKFEArfHyifz0VjSDAB	Hootie & The Blowfish	Looking for Lucky	Get out of My Mind	spotify:owned
0LUssuuBxbuKsFdHp2dWY9	Hootie & The Blowfish	Looking for Lucky	Hey Sister Pretty	spotify:owned
3eNWvJvvVRQvGd6k8m2R7r	Hootie & The Blowfish	Looking for Lucky	State Your Peace	spotify:owned
2RjpDxBii8EvC6p6wxwCSz	Maroon 5	Songs About Jane	Harder To Breathe	spotify:owned
6GpZ9DOz6HGCP5v85KptGR	American Authors	Oh, What A Life	Trouble	spotify:owned
52lIMM50pO3R1vDTKKhSKU	Dana Lowrey	Dana Lowrey	Higher (feat. Matthew Chadwick)	spotify:owned
4SIYh0OcqaIleZEvKC9qQg	Dana Lowrey	Dana Lowrey	Lost Along the Way	spotify:owned
7soZ7EpVmu4dpd0dYTubKL	Fefe Dobson	I Want You	I Want You	spotify:owned
6iYA5flh8NteUV5bha09x2	Fefe Dobson	Joy	Thanks For Nothing	spotify:owned
2QH5Upsl8brza2OKoDp8xs	KT Tunstall	Tiger Suit	Fade Like A Shadow	spotify:owned
5Hroj5K7vLpIG4FNCRIjbP	American Authors	Oh, What A Life	Best Day Of My Life	spotify:owned
6hs3SDnbO3f6VQuPO4KBEb	Rusted Root	Music From Party of Five	Send Me On My Way	spotify:owned
5BJc4xc2gOKFXG8qEvhyNx	Saves The Day	Saves the Day	In the in Between	spotify:owned
6u6M0wnEYjY3PdLMYQWhDs	Selena Gomez & The Scene	Kiss & Tell	Crush	spotify:owned
6GiMdFEoOkr919RxfCEOlS	Something Corporate	Played In Space: The Best of Something Corporate	I Want To Save You	spotify:owned
2I7TngtQc3oZO0fsyFDUAJ	The Wanted	The Wanted (Special Edition)	Chasing The Sun	spotify:owned
61ubI9pEllilZGV9KcTry9	The Wanted	The Wanted (Special Edition)	Lightning	spotify:owned
3GDMpnijcGPlD8IpJWZsxi	A Rocket To The Moon	Wild & Free (Deluxe)	Call It All Home - Bonus Track	spotify:owned
2pKuhGPI5iQQ1meOYgetBL	A Rocket To The Moon	Wild & Free (Deluxe)	Whole Lotta You - Acoustic	spotify:owned
00hTw7P6jPUio5Qgojw38w	A Rocket To The Moon	Wild & Free (Deluxe)	Wherever You Go	spotify:owned
4gsK2TMWGV1PG64LVJAOhn	A Rocket To The Moon	On Your Side (Deluxe)	When I'm Gone - Bonus Track	spotify:owned
0IWj2c3Gs34FgghgBSt5dw	A Rocket To The Moon	On Your Side (Deluxe)	Give A Damn	spotify:owned
5bQAbQnS09IogcfKTgNBKF	A Rocket To The Moon	On Your Side (Deluxe)	Life Of The Party	spotify:owned
27rSEMh30XdxOgQX7AKSaM	Rascal Flatts	Unstoppable	Summer Nights	spotify:owned
45rEMRPLdv7PZw0FkAtsvG	Rascal Flatts	Unstoppable	Love Who You Love	spotify:owned
1i6NHLEYqiysVj83Ja72Mb	Rascal Flatts	Nothing Like This	Play	spotify:owned
3uSeT5T2pOEx5fTdYFJasm	Rascal Flatts	Nothing Like This	Why Wait	spotify:owned
3PMGtP58FFx1eygp5jF1e9	Rascal Flatts	Changed	Hot In Here	spotify:owned
6NcT6ty2BiK46Mbw47kInR	Rascal Flatts	Changed	Banjo	spotify:owned
2UsraPZ07XkxvUpb6lf5hC	Parachute	Overnight	Overnight	spotify:owned
7qCmv4SsXVt7I415eneHVk	Parachute	Overnight	Can't Help	spotify:owned
1a0PcmEJAOEp4ZT3YtSLkM	One Direction	Midnight Memories (Deluxe)	Through the Dark	spotify:owned
5Lf9rCqReE9Ri4tZvLRLuy	One Direction	Midnight Memories (Deluxe)	Happily	spotify:owned
4DoACa4cVlarbVmJGEL07X	Olly Murs	Right Place Right Time (Deluxe)	What a Buzz	spotify:owned
6Rxnq6T6b89rgQaDmzBF0l	Olly Murs	Right Place Right Time (Deluxe)	Dance with Me Tonight	spotify:owned
5p11enG0zbGaTCUiyCOZen	The Mowgli's	Waiting For The Dawn	Leave It Up To Me	spotify:owned
3W85PO8PEmEHP7Q3KDaeog	Less Than Jake	Greetings & Salutations	A Return To Headphones	spotify:owned
75riMFjL8VPT0rXNvp5rB1	Less Than Jake	See the Light	Jump	spotify:owned
2YxJnO2rhLblfZoVpbVt4u	Less Than Jake	See the Light	Good Enough	spotify:owned
1C8fnjgzam2TXhMkEORj8j	Lee DeWyze	Live It Up	Dear Isabelle	spotify:owned
3NtbFehQdWcaZetSMpHhe9	Lee DeWyze	Live It Up	Live It Up	spotify:owned
41ibFUAk98eaQ4hAhMdGfF	Lee DeWyze	Live It Up	It's Gotta Be Love	spotify:owned
79ZO8okJMhkvpk8at1CiGq	JLS	JLS	Beat Again - Radio Edit	spotify:owned
7pUYFGnZwLa7I3UmDypJGy	Imagine Dragons	Night Visions (Deluxe)	It's Time	spotify:owned
2tz6DIdRPHKhsgq23Kn9XY	Hunter Hayes	Storyline	Storyline	spotify:owned
6Y4kE45q5aPnSydig5vF9B	Hunter Hayes	Storyline	Flashlight	spotify:owned
0Rm6GWdapFsg4Z6r2Ae3s8	Hunter Hayes	Storyline	Tattoo	spotify:owned
6h7sx7cT2IGYyWuLSP2ysw	Hunter Hayes	Storyline	Wild Card	spotify:owned
2TR7A4ulH9R1PNwMyd8o8U	Florida Georgia Line	Here's To The Good Times...This Is How We Roll	This Is How We Roll	spotify:owned
4l689CvqnK03cBWovxkUUW	Florida Georgia Line	Here's To The Good Times...This Is How We Roll	It'z Just What We Do	spotify:owned
1nwPZ97V6OXOk9aI0PGuDA	Everclear	Invisible Stars	Aces	spotify:owned
1f8DwsxE2qeXQK47UYOY05	The Drums	The Drums	Forever and Ever Amen	spotify:owned
71Vllba0oxZYud2Qg8pHQV	Dana Lowrey	Dana Lowrey	Just a Little	spotify:owned
2LlJLOK9DnYaOTr2yjqlYt	Colbie Caillat	Gypsy Heart Side A	Never Gonna Let You Down	spotify:owned
4yVMVcHGb2eLE01UKWjlnF	Colbie Caillat	Gypsy Heart Side A	Live It Up	spotify:owned
1a550RbKtJChbgvXWhfswH	Chris Wallace	Push Rewind	Remember When (Push Rewind)	spotify:owned
4qwe33uHvYPSDgStpKKg6N	Brian Setzer	13	Rocket Cathedrals	spotify:owned
3mTyzSoSqh6KJj9p88WHaY	Big Time Rush	BTR	Big Night	spotify:owned
7vOjTY220BqIttYDbwshED	Aly & AJ	Insomniatic	Chemicals React Remix	spotify:owned
11dxtPJKR4E0wlSr0A0t47	Aly & AJ	Insomniatic	Potential BreakUp Song	spotify:owned
5WoO5ROGDuhUTOgZ9tvk6S	Alisa Sharp	Heya Hands Up	Heya Hands Up	spotify:owned
3FYbqh8NmoLC8c1mMJ05mM	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	New York City Serenade	spotify:owned
4Z80C8NlDd1AO4axf1O3n0	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	Rosalita (Come out Tonight)	spotify:owned
5AToGW7gh0xgNyrDVd3qus	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	Kitty's Back	spotify:owned
4ssCwrG2WRHV7QxLH91Xk8	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	4th of July, Asbury Park (Sandy)	spotify:owned
7iCqdpfPTVk1fw12eqfCAP	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	The E Street Shuffle	spotify:owned
2Fs18NaCDuluPG1DHGw1XG	Rascal Flatts	Me And My Gang	Life is a Highway	spotify:owned
3pbCnDkikM8wnPxPw7TmQg	Aly & AJ	Insomniatic	Potential Breakup Song	spotify:owned
3GT6eLQhtvmFu30StsjB1L	Gavin DeGraw	Best I Ever Had	Best I Ever Had	spotify:owned
3HMYgf2rFcpu1aL4y204oC	Gavin DeGraw	Gavin DeGraw	Next To Me (Wait A Minute Sister)	spotify:owned
3zcmWxxUA7Em7X3IBqZGUo	Gavin DeGraw	Gavin DeGraw	In Love With a Girl	spotify:owned
1iDcKYNvo6gglrOG6lvnHL	The Rolling Stones	BEGGARS BANQUET	Sympathy For The Devil	spotify:owned
10IdU8PgujnWOe33sWQipV	The Rolling Stones	FLOWERS (Remastered)	Ruby Tuesday	spotify:owned
5YCU5M5SvOwpQV17cjkx5P	Marianas Trench	Fix Me	Decided To Break It	spotify:owned
1ehYgygYqN9SRpTMYT1zYV	Everclear	So Much For The Afterglow	Everything To Everyone	spotify:owned
0WHOPmOuQKuu05k4g3UTvk	Everclear	Songs From An American Movie, Vol. One: Learning How To Smile	Wonderful	spotify:owned
06oWuRT5ZoQIxmiPOEEe9R	Everclear	Songs From An American Movie, Vol. One: Learning How To Smile	Unemployed Boyfriend	spotify:owned
03gsb1WnVQUuLqChBvzmoo	Everclear	Songs From An American Movie, Vol. One: Learning How To Smile	AM Radio	spotify:owned
2sOqwZMlI3pFzvkDj7owRo	P!nk	Greatest Hits...So Far!!!	Raise Your Glass	spotify:owned
0AkQbXGN4KG34TS7xLrM68	One Direction	Take Me Home: Yearbook Edition	Kiss You	spotify:owned
0iPjHWVaFH5EyvWVliEPKe	We The Kings	Smile Kid	She Takes Me High	spotify:owned
5lDriBxJd22IhOH9zTcFrV	The All-American Rejects	Move Along	Dirty Little Secret	spotify:owned
5Z7ygHQo02SUrFmcgpwsKW	Flo Rida	Wild Ones (feat. Sia)	Wild Ones (feat. Sia)	spotify:owned
3bfBjEZRhupg9KzhwkATfO	Every Avenue	Shh, Just Go With It	Days of the Old	spotify:owned
4E6cwWJWZw2zWf7VFbH7wf	Sara Bareilles	Little Voice	Love Song	spotify:owned
5xRR2AkmDToz1XN357z5Ng	Blues Traveler	25	Run-Around	spotify:owned
1aWYAQICESeHj2Xauv1Zfd	The All-American Rejects	When The World Comes Down	I Wanna	spotify:owned
03vd3UASb8Y47XAGocNt1a	The Summer Set	Love Like This (Deluxe Edition)	The Boys You Do (Get Back At You)	spotify:owned
42EONd69B4YzDVtoj1cbxf	Marianas Trench	Fix Me	Say Anything	spotify:owned
0uZ0orE84drZZzPKxCWSmR	Of Monsters And Men	Into The Woods	Little Talks	spotify:owned
1124v1O9puKfV6Hi9HGDQv	Counting Crows	Films About Ghosts: The Best Of...	Angels Of The Silences	spotify:owned
29lgEr4woiquPUxUj16lqK	Hootie & The Blowfish	Cracked Rear View	Hannah Jane	spotify:owned
5whCJMGOcO04aOpWZTb6pt	Every Avenue	Picture Perfect	For Always, Forever	spotify:owned
3HlMm0LsMNC0fEH2TB6jBO	Hootie & The Blowfish	Scattered, Smothered And Covered	Fine Line	spotify:owned
3LEBulRQI5hHe2TUKKswUf	TobyMac	Eye On It (Deluxe Edition)	Me Without You	spotify:owned
1G3TReuCzc7YIXdw3xW8tP	Avril Lavigne	The Best Damn Thing	Girlfriend - Radio Edit	spotify:owned
1lFK8TKgVfRHyTaUW41IeJ	Counting Crows	Hard Candy	Hard Candy	spotify:owned
7i7KlqOzsfetrq0rdoLjDj	Hootie & The Blowfish	Looking For Lucky	State Your Peace	spotify:owned
