spid	artist	album	song	taglist
3T35D5r5tkO6c1KzZ0HCBr	Maroon 5	Songs About Jane	Shiver	spotify:2014
1YI0uK36eupTmw9F8kHysr	Maroon 5	Songs About Jane	Sunday Morning	spotify:2014
3XojqFisTYTQm2p7HK5p4P	Maroon 5	Hands All Over	Misery	spotify:2014
5WzpKiMPvbhBFwdZmNio2k	Maroon 5	Hands All Over	Stutter	spotify:2014
5XAea469QEZhRhe9RIZMoN	Maroon 5	Hands All Over	I Can't Lie	spotify:2014
3vq4QqcaVIRePdxSxRQmPX	Maroon 5	Hands All Over	Get Back In My Life	spotify:2014
7LcfRTgAVTs5pQGEQgUEzN	Maroon 5	Hands All Over	Moves Like Jagger - Studio Recording From The Voice Performance	spotify:2014
0Aal3JdqxI9p7p801HiQQ2	Maroon 5	Overexposed	One More Night	spotify:2014
5np1HM7PLoEi6bbI9njCSs	Maroon 5	Overexposed	Payphone	spotify:2014
59WSkoYhv5uxsW9HjMOx0z	Maroon 5	Overexposed	Daylight	spotify:2014
33BizS0S0Hu74tBbrS3uUv	Maroon 5	Overexposed	Lucky Strike	spotify:2014
1iyzg8Bq1uEO7Ctm15N36J	Maroon 5	Overexposed	The Man Who Never Lied	spotify:2014
4IjGEOOCVNCYHKJDXnAMZQ	Florida Georgia Line	Sun Daze	Sun Daze	spotify:2014
78RZWufYilKsg96Nw28UWQ	Colbie Caillat	Gypsy Heart	Live It Up	spotify:2014
2ujRFTl217LTbB1OsSHBYA	Colbie Caillat	Gypsy Heart	Blaze	spotify:2014
69J73rzjNvo8b9ZwWlL4FS	Colbie Caillat	Gypsy Heart	Never Gonna Let You Down	spotify:2014
3DlW5Y7HNYsFmC8w5SIrMr	Colbie Caillat	Gypsy Heart	Just Like That	spotify:2014
5B4AWiUGjzYxRzAzJT1dT8	Colbie Caillat	Gypsy Heart	Land Called Far Away	spotify:2014
63tqSZIWPIbNCcOb9A2gHY	ZZ Ward	Til the Casket Drops	Put the Gun Down	spotify:2014
7tRQdzGdJ5KDhow1kYe69B	Matt Nathanson	Modern Love	Modern Love	spotify:2014
7hCNBVRhHzcsRAv0TQnOzq	Bruno Mars	Doo-Wops & Hooligans	Runaway Baby	spotify:2014
328vwrjOdWDdsU3Ekod8Kf	The Fray	Love Don't Die	Love Don't Die	spotify:2014
2eLplOs3tISvZMpdZmirUh	Mat Kearney	Young Love	Hey Mama	spotify:2014
1TQyRzRnGJflBhUHAwtk1x	Fun.	Aim and Ignite [Deluxe Version]	All The Pretty Girls	spotify:2014
4kbj5MwxO1bq9wjT5g9HaA	Walk the Moon	TALKING IS HARD	Shut Up and Dance	spotify:2014
76EeScTnI2sCjDY0SfEoSb	Walk the Moon	TALKING IS HARD	Work This Body	spotify:2014
4wbmDffjtk1eLTj5kR0UT0	Rooney	Eureka	Holdin' On	spotify:2014
06s3Z0bqUVs3uWtKSBKAs5	Rooney	Eureka	The Hunch	spotify:2014
3YULumcW4ukRBLfrZORXCG	Christina Grimmie	With Love	Over Overthinking You	spotify:2014
5eiUMdypwwCEEm9xjQpbjp	Christina Grimmie	With Love	Absolutely Final Goodbye	spotify:2014
0krgojXagtXja4EORPPyxA	Christina Grimmie	With Love	Make It Work	spotify:2014
6je9vAapQRxdEbuV6VTcJj	Christina Grimmie	With Love	Tell My Mama	spotify:2014
47GsnVOxlKCmJmN6srlrlI	Christina Grimmie	With Love	Feelin' Good	spotify:2014
4Oqe6CxOADnDJqP0dzbjOz	Kelley James	The Pattern Transcending	That's My Girl	spotify:2014
0d1BHyySdEYu27N2RDn3YF	Kelley James	The Pattern Transcending	Don't Want to Let You Go	spotify:2014
5k1KcsEnW3sWdrHfP2KcuA	Kelley James	The Pattern Transcending	Stalker	spotify:2014
24cJkIbyN1iulp2Ic9HUOQ	Kelley James	The Pattern Transcending	Secret Lover	spotify:2014
6oekuqGVMxK9wLGiF9VsAE	Kelley James	The Pattern Transcending	Carolina	spotify:2014
6LrRR7R4AVoeF6VV4UKdkZ	Kelley James	In a City That Has No Name	Making Me Love	spotify:2014
64nvpxQKB63Aj1t7Gr3IxB	Kelley James	In a City That Has No Name	Love Ain't Easy	spotify:2014
0BWeImkkWoq0nJieCfygFA	Kelley James	In a City That Has No Name	So Divine	spotify:2014
6OGCKlNIiMSjsQOhn1B3qB	Kelley James	In a City That Has No Name	In Between	spotify:2014
1TBdkmsKIxCri39520tDtm	Kelley James	In a City That Has No Name	Leaving Me Out	spotify:2014
7tg0OrYieTMcQmxIczNMqE	Andy Grammer	Andy Grammer	Fine By Me	spotify:2014
1BwhFXqoIsePt21WyWIttb	Bleachers	Strange Desire	I Wanna Get Better	spotify:2014
5L95vS64rG1YMIFm1hLjyZ	Bleachers	Strange Desire	Rollercoaster	spotify:2014
1LA4r1sRtHZ75K7KZoK71Y	Artist Vs Poet	Sake of Love	Love Back	spotify:2014
6wMeMFLaD4NCxXzkXgkuM1	Olly Murs	Wrapped Up	Wrapped Up	spotify:2014
357p2KRTBXeGGw6YfUI1nH	Meghan Trainor	Lips Are Movin	Lips Are Movin	spotify:2014
0s8XyNiZlOjH2uerXGwV6P	5 Seconds Of Summer	Amnesia	Daylight	spotify:2014
0ZeBg8lBbcv7zN4Kj5K8jc	5 Seconds Of Summer	Good Girls	Just Saying	spotify:2014
612x2P9NfOMEyaGPaz1f9z	Maddie & Tae	Maddie & Tae	Your Side Of Town	spotify:2014
3BuPop8SzLG2Q88TJcFAjp	Sam Hunt	Montevallo	Raised On It	spotify:2014
3wx2kQWPn9p5UppQbNhPAk	Sam Hunt	Montevallo	Leave The Night On	spotify:2014
1TwLKNsCnhi1HxbIi4bAW0	Sam Hunt	Montevallo	House Party	spotify:2014
4MNCQDdr7HcQxSciFQtmV5	The Colourist	The Colourist	Tonight (Young Hearts)	spotify:2014
5Dk6pKg4jtZ2qFWSovgnMY	Rooney	Eureka	Pity	spotify:2014
1uEdbI2Be98rNOkYRFzdaX	Matt White	Best Days	Best Days - Album Version Final	spotify:2014
70iPeklfJJ5wDSlkGstJ2l	Matt White	Best Days	Anybody Else	spotify:2014
4awRNvd5iC7QGVQOwSCffw	Little Mix	DNA (Deluxe)	Wings	spotify:2014
7Et6V60JStc6Hd1eRhvyuN	Oh Honey	With Love EP	I Love You Will Still Sound The Same	spotify:2014
6iDsWxM6Z02JTj7HIAlE5S	Hedley	The Show Must Go	Color Outside The Lines	spotify:2014
5xDTJzOkFwsEtMLy7xFxKV	Hedley	The Show Must Go	Hands Up	spotify:2014
6ovNLCFhOIp5fAijCGL6zv	Hedley	The Show Must Go	Shelter	spotify:2014
6M0jqfkHce0Xb2GYDyIFlq	Hedley	The Show Must Go	Cha-Ching	spotify:2014
1hi4IOHkd41cTQhM9wIsX5	Hedley	The Show Must Go	Scream	spotify:2014
6Zmlv6KfW9RmuJqt3IW2T0	Marianas Trench	Pop 101	Pop 101	spotify:2014
2dPqF9NXtBYk7BtpifFpeC	Marianas Trench	Here's To The Zeros	Here’s To The Zeros	spotify:2014
2KM6IUxhLt6Xd7beWuIkWf	R5	Louder (Deluxe)	(I Can't) Forget About You	spotify:2014
4orphgwPHHRsdEkfUmANSD	Andy Grammer	Magazines Or Novels	Honey, I'm Good.	spotify:2014
2VhPOtIQw2UpQmRVevdviU	Jessie J	Bang Bang	Bang Bang	spotify:2014
77xgXc56h19AhTLKrWcijW	Kris Allen	Thank You Camellia (Deluxe Version)	Better With You	spotify:2014
6agssQSBqSqPvg5xepe7T0	Kris Allen	Thank You Camellia (Deluxe Version)	Fighters	spotify:2014
0ABHhxQTaluB94ohp2RLSr	Scotty McCreery	See You Tonight	Feelin’ It	spotify:2014
4F9pqprfOvnv4r2B1LjG9l	Scotty McCreery	See You Tonight	The Dash	spotify:2014
2brzvE0UGCPwsOp77olPVU	Scotty McCreery	See You Tonight	Roll Your Window Down	spotify:2014
5x9VIW2fS21JMswOt6AORI	MKTO	Classic	Classic	spotify:2014
28L4ZmgCWyESWSBxACpVcE	K'NAAN	Troubadour	Take A Minute	spotify:2014
72elm7fbWP0kmA8uHEzPk6	Kelley James	The Pattern Transcending	Sucks	spotify:2014
4Oqe6CxOADnDJqP0dzbjOz	Kelley James	The Pattern Transcending	That's My Girl	spotify:2014
72elm7fbWP0kmA8uHEzPk6	Kelley James	The Pattern Transcending	Sucks	spotify:2014
3jorQbLjArrzUh9P2xmxWJ	Kelley James	The Pattern Transcending	Wonderful Place	spotify:2014
1xYrOA66OOW8RD4If4Amky	Kelley James	The Pattern Transcending	The Legend of Rip Venice	spotify:2014
4ewwuy55h4GGg5cgGvbcZW	Kelley James	The Pattern Transcending	California	spotify:2014
7Kj0yd7f0VmtTyMfPsNVoQ	Kelley James	The Recent Future EP	Standing On A Rooftop	spotify:2014
30puKKdz2Y58qWFhIWg7u9	Kelley James	The Recent Future EP	Perfect To Me	spotify:2014
6lAuk5YghLNXnG76GZP5AP	Kelley James	The Recent Future EP	Future Ex	spotify:2014
72p92tRBXm1plizh7zojvk	Kelley James	The Recent Future EP	Magic	spotify:2014
6Tybzi6EFJLQ7fK1WHaXbJ	Kelley James	From the Sand	High Life	spotify:2014
4CC1mdSbYsCkk15Wlq1P4b	Kelley James	From the Sand	All My Life	spotify:2014
24AxnuXELtxGn6hkEAVXcB	Kelley James	Break Free	Pusher	spotify:2014
6IyK2FVzqVA0xlAv1ev1KP	Kelley James	Break Free	Friends With Benefits (Oh No!)	spotify:2014
31hLOG1pq19D4p4NkFjclY	Kelley James	Break Free	Six Bottles	spotify:2014
28gTk8QZcACXZxrD0aLqAN	Kelley James	Break Free	Falling For You	spotify:2014
2kFBVtVIhrHCEJfzMgo6Ke	Kelley James	In a City That Has No Name	Cannot See	spotify:2014
7BJSDnNrD6trgaQSUTzTH8	Kelley James	In a City That Has No Name	Today	spotify:2014
