"ID","NAME","TYPE","MAJORS__C","INDUSTRIES__C","ACCTNUMBER__C"
"0017000000gl9RZAAY","Huawei Technologies Co., Ltd. - Santa Clara","Prospect","false","",""
"0017000000gl9aNAAQ","Huawei Technologies Co., Ltd - Shenzhen","Customer","false","","10243"
"0017000000gl9aPAAQ","Huawei Technologies Co., Ltd. - Chengdu","Customer","false","","10414"
"0017000000gl9dbAAA","Huawei Technologies Co., Ltd. - Xi'an","Customer","false","","10415"
"0017000000glBVtAAM","TRIUMF","Prospect","false","",""
"0017000000glCgaAAE","Mobile Access Networks","Prospect","false","","8851"
"0017000000glD7NAAU","CALEARO ANTENNE SPA","Prospect","false","",""
"0017000000gle20AAA","TDK Corporation - Technology Group, Device Development Center","Customer","false","","10328"
"0017000000glnhQAAQ","Oki Electric Industry - Hachiouji","Out of Business","false","",""
"0017000000glrWjAAI","TCI","Prospect","false","",""
"0017000000gls29AAA","RaySat - Parent","Prospect","false","",""
"0017000000gls2AAAQ","Government of Israel - Ministry of Defense - Rafael ME Project","Prospect","false","",""
"0017000000gls2BAAQ","Siklu Wireless Communications","Prospect","false","","10056"
"0017000000gls2CAAQ","MicroKim Ltd.","Customer","false","","9506"
"0017000000gls2DAAQ","RDT Equipment & Systems","On Maintenance","false","","9479"
"0017000000gls2EAAQ","Ultram Technologies Ltd.","Prospect","false","","9469"
"0017000000gls2FAAQ","Metalink Ltd - Yakum","Ex-Customer","false","","9390"
"0017000000gls2GAAQ","Kinneret College - Electrical Engineering Department","Ex-Customer","false","","9188"
"0017000000gls2HAAQ","ECI Telecom - Headquarters","Prospect","false","","9107"
"0017000000gls2KAAQ","Belcom Microwaves LTD","Off Maintenance","false","","8828"
"0017000000gls2LAAQ","Ceragon Networks Ltd","Off Maintenance","false","","10010097"
"0017000000gls2MAAQ","Ben-Gurion University","University","false","","3735"
"0017000000gls2NAAQ","Celeritas","Prospect","false","","1293"
"0017000000gls2OAAQ","SigmaOne Ltd. - Israel (aug-01)","No Service/Support","false","","620"
"0017000000gls2PAAQ","GLD Systems","Prospect","false","",""
"0017000000gls2QAAQ","RaySat - IL","Prospect","false","","8677"
"0017000000gls2RAAQ","Intel - Tikva (jan-06)","Off Maintenance","false","","8340"
"0017000000gls2SAAQ","Gilat Satellite Networks Ltd.","Enterprise","false","","10000016"
"0017000000gls2TAAQ","Foxcom Wireless","Prospect","false","","10000013"
"0017000000gls2UAAQ","Microsense Cardiovascular Systems (sep-06)","Off Maintenance","false","","6487"
"0017000000gls2VAAQ","Provigent (apr-07)","Off Maintenance","false","","6027"
"0017000000gls2WAAQ","Birzeit University","Ex-Customer","false","","5509"
"0017000000gls2XAAQ","Elta","Prospect","false","","5461"
"0017000000gls2YAAQ","Technion Israel Institute of Technology - Engineering Department Communications Lab","On Maintenance","false","","2388"
"0017000000gls2ZAAQ","Mel Sivan Technologies Ltd.","Ex-Customer","false","","1455"
"0017000000gls2aAAA","CyOptics Ltd. (feb-04)","Off Maintenance","false","","922"
"0017000000gls2bAAA","Celletra (may-02)","Off Maintenance","false","","98"
"0017000000gls2cAAA","Telrad Networks Ltd.","Customer","false","","75"
"0017000000gm5hCAAQ","Toshiba Corporation - Komukai Complex, GM Technology Department","Ex-Customer","false","",""
"0017000000gm5l8AAA","Toshiba Corporation - Komukai Operations, FHW Department","Ex-Customer","false","",""
"0017000000gm5thAAA","Fujitsu Mobile Communications Limited","Prospect","false","",""
"0017000000gm5xHAAQ","Toshiba Semiconductor - Micro Electronics Center, Ofuna","Prospect","false","",""
"0017000000gm6jfAAA","Meggitt Sensing Systems","Prospect","false","",""
"0017000000gmDfYAAU","Sony Ericsson Mobile Communications Japan - Tokyo Engineering, Hardware, Electronics","Prospect","false","",""
"0017000000gmEWWAA2","Lausitz University of Applied Sciences","University","false","","10342"
"0017000000gmTwvAAE","Japan Radio Co., Ltd. - Saitama","Prospect","false","",""
"0017000000gmZkXAAU","Staffordshire University","Prospect","false","",""
"0017000000gmb4KAAQ","Peopleworks","Customer","false","","10666"
"0017000000gmb5uAAA","Samsung Electronics - Telecom System","Prospect","false","",""
"0017000000gmb69AAA","EMW","Prospect","false","",""
"0017000000gn3PrAAI","Iltek Ltd. Sti.","Prospect","false","",""
"0017000000gn3STAAY","Spacelabs Healthcare Ltd.","Customer","false","","10367"
"0017000000gnGy4AAE","Sumitomo Electric Industries, Ltd. - Infocommunications & System Business Unit, Micro & Opt Devices Div","Prospect","false","",""
"0017000000gnNGKAA2","Rockwell Collins France","Prospect","false","",""
"0017000000gnNJ0AAM","Lake Communications","Prospect","false","",""
"0017000000gnRcDAAU","D-CLUE Technologies Co.,Ltd.","Prospect","false","",""
"0017000000gnmrIAAQ","Tait Radio Communication Ltd","Prospect","false","",""
"0017000000gnuycAAA","NEC Corporation - Mobile Wireless Network Department, 2nd RF Development Grp","Prospect","false","",""
"0017000000gnv2tAAA","NEC Corporation - YRP","Prospect","false","",""
"0017000000gnvPOAAY","NEC Corporation - Kawasaki site","Prospect","false","",""
"0017000000gnva6AAA","Renesas Electronics - Kawasaki site","Prospect","false","",""
"0017000000gnvaBAAQ","Schrader Electronics Ltd.","Prospect","false","",""
"0017000000gnxKHAAY","Jensen Consulting","Prospect","false","",""
"0017000000go1lCAAQ","Aselsan -Communications Division","Prospect","false","","10495"
"0017000000go2UCAAY","Continental Automotive GmbH","Customer","false","","7106"
"0017000000go2XfAAI","HomeRun Holdings (Formally Wayne-Dalton Corp.)","Prospect","false","",""
"0017000000go5MFAAY","Ciena","Prospect","false","",""
"0017000000go5NCAAY","ITT-CS Palm Harbor","Prospect","false","",""
"0017000000goE37AAE","GN ReSound A/S","Prospect","false","",""
"0017000000goEiQAAU","LitePoint - FL","Prospect","false","","10383"
"0017000000goF6LAAU","Enterprise Electronics","Prospect","false","",""
"0017000000gohovAAA","Matrium GmbH","Prospect","false","",""
"0017000000goiTBAAY","OKB Planeta (OJSC)","No Maintenance","false","","10374"
"0017000000gokIRAAY","Naval Surface Warfare Center (NSWC) Dahlgren Code Q53","Customer","false","","10375"
"0017000000gp3F9AAI","Polleo Engineering","Customer","false","","10538"
"0017000000hdoPvAAI","Nanyang Polytechnic Singapore","Prospect","false","",""
"0017000000hdoQuAAI","Venture Singapore","Prospect","false","",""
"0017000000hdoREAAY","SMSC Singapore","Prospect","false","",""
"0017000000hdsBwAAI","TOTO Ltd. - Central Technology Center","Customer","false","","10376"
"0017000000hdtCxAAI","Tomsk TUSUR - Commercial","Customer","false","","9011"
"0017000000he6AJAAY","PortalVia, Inc.","Prospect","false","",""
"0017000000heAFAAA2","Tomsk TUSUR-University","University","false","","9009"
"0017000000hecSjAAI","TriQuint Semiconductor - San Jose Costa Rica","Customer","true","","10390"
"0017000000heea1AAA","Department of Electronic Science - University of Pune","University","false","","10389"
"0017000000heg8cAAA","CEM Corporation","Prospect","false","",""
"0017000000hek63AAA","L-3 Communications - Narda Microwave-East","Customer","false","","10345"
"0017000000het19AAA","Gal El","Prospect","false","",""
"0017000000hf2AOAAY","Selcuk University","University","false","",""
"0017000000hf8x4AAA","Mersin University","University","false","",""
"0017000000hf9UPAAY","R&D Marine Technology Centre","No Maintenance","false","","4912"
"0017000000hfA24AAE","TUBITAK ILTERN","Prospect","false","",""
"0017000000hfE6HAAU","Yokowo Co., Ltd. - Tokyo","Customer","false","","4443"
"0017000000hfFUHAA2","RaySat Bg","Prospect","false","","10257"
"0017000000hfZQGAA2","NTT Network Service System Laboratories","Out of Business","false","",""
"0017000000hffRyAAI","Powerwave Technologies - Suzhou","Prospect","false","",""
"0017000000hfjKKAAY","Taiyo Yuden Co., Ltd. - Micro Device R&D Department","Customer","false","","10746"
"0017000000hfjfvAAA","Mikroelektronik AS","Prospect","false","",""
"0017000000hggBOAAY","Renesas Technology Corporation - Itami","Prospect","false","",""
"0017000000hggDZAAY","TOYOTA MOTOR CORPORATION - Others","Prospect","false","",""
"0017000000hggG4AAI","Victor Company of Japan, Ltd. - Hachiouji site","Prospect","false","",""
"0017000000hghxlAAA","National Test Equipment","Prospect","false","",""
"0017000000hgi0GAAQ","E-band Communication Corporation","Prospect","false","",""
"0017000000hgqAQAAY","Powerfinn Oy","Customer","false","","10397"
"0017000000hgrJtAAI","GITAM Institute of Technology, GITAM University","University","false","","10396"
"0017000000hgwpJAAQ","Laird Technologies - San Jose","Prospect","false","",""
"0017000000hgwpTAAQ","Northrop Grumman - Electronic Systems - FL","Prospect","false","",""
"0017000000hh1UfAAI","Clinical Engineering, Poole Hospital NHS Trust","Prospect","false","",""
"0017000000hq5AMAAY","Integra Technologies, Inc.","Prospect","false","","11230"
"0017000000is0PjAAI","University of Massachusetts Amherst","University-Preferred","false","",""
"0017000000is68DAAQ","SAGEM","Prospect","false","",""
"0017000000is68IAAQ","THALES ED","Prospect","false","",""
"0017000000is7vlAAA","Cobham Plc - Parent","Customer","true","","9286"
"0017000000is9xuAAA","RITA Electronics Ltd","Enterprise","false","",""
"0017000000isFMZAA2","Asahi Kasei Microdevices Corporation","Enterprise","false","",""
"0017000000isP1OAAU","Quantum Dimension","Prospect","false","",""
"0017000000isQ2eAAE","ACI Technologies","Customer","false","","11221"
"0017000000isQBvAAM","IDS SpA","Prospect","false","",""
"0017000000isQHyAAM","Huawei Technologies Co. Ltd. - Italia","Prospect","false","",""
"0017000000isSjRAAU","Skybox Imaging","Prospect","false","",""
"0017000000isTA1AAM","RODNIK SPE, Inc.","Partner","false","",""
"0017000000isUptAAE","JSC NTI Radio","Prospect","false","",""
"0017000000isprMAAQ","Amphenol Finland Oy","Prospect","false","","10601"
"0017000000isprRAAQ","Amimon Ltd.","Prospect","false","","10450"
"0017000000isulVAAQ","Summit Semiconductor","Prospect","false","",""
"0017000000isvjCAAQ","Lockheed Martin Space Systems - Colorado","Prospect","false","","10455"
"0017000000isyp8AAA","BeRex, Inc. USA - San Jose","Prospect","false","",""
"0017000000it12lAAA","Instrumentel Ltd","Prospect","false","",""
"0017000000it1OKAAY","Res-Net Microwave","Prospect","false","","10481"
"0017000000it1QQAAY","ZTE USA","Prospect","false","","10510"
"0017000000itHHvAAM","Lenovo Japan Ltd. - Yamato R&D Center","Customer","false","","10423"
"0017000000itI2vAAE","Preco Electronics","Prospect","false","","10644"
"0017000000itLSfAAM","Anite Telecoms","Prospect","false","",""
"0017000000itLe2AAE","Sparton","Prospect","false","","10472"
"0017000000itQpVAAU","Aselsan Radar Division","Prospect","false","",""
"0017000000itRDVAA2","NEC Corporation - Fuchu Plant, prospects","Prospect","false","",""
"0017000000itnVlAAI","Nagoya Institute of Technology - Egawa Lab","University","false","",""
"0017000000itnlEAAQ","Flextrack aps","Prospect","false","",""
"0017000000itnm7AAA","SCAN Antenna A/S","Prospect","false","",""
"0017000000itxyUAAQ","Symmetricom, Inc.","Prospect","false","",""
"0017000000iu1g1AAA","Alcatel-Lucent","Prospect","false","",""
"0017000000iu340AAA","SAAB GRINTEK DEFENCE (PTY) LTD, TRADING AS ELECTRONIC DEFENCE SYSTEMS","Prospect","false","","10416"
"0017000000iu96eAAA","Lancaster University","Prospect","false","",""
"0017000000iuC6NAAU","Espotel","Prospect","false","","10380"
"0017000000iuC6cAAE","Ixonos Plc","Prospect","false","","10421"
"0017000000iuLMLAA2","Brunel University","University-Preferred","false","","10418"
"0017000000iueWkAAI","Bang & Olufsen ICEpower A/S","Prospect","false","",""
"0017000000iuoKSAAY","EIZO","Prospect","false","",""
"0017000000iutiPAAQ","Schomandl Vertriebs GmbH","Prospect","false","",""
"0017000000jfivrAAA","NCI Information Systems, Inc.","Prospect","false","",""
"0017000000jflbfAAA","EPCOS Technology (Wuxi) Co., Ltd","Customer","false","","10433"
"0017000000jflvVAAQ","EPCOS TDK Singapore","Customer","false","","10501"
"0017000000jflwsAAA","Telecommunication Metrology Center of the MIT","Prospect","false","","10446"
"0017000000jfnedAAA","Ambedkar Institute of Technology","University","false","","10434"
"0017000000jfpIdAAI","Sercomm Taiwan","Prospect","false","",""
"0017000000jfqJ9AAI","Coherent Logix","Prospect","false","",""
"0017000000jfqlRAAQ","Active Wave Technology","Customer","false","","10716"
"0017000000jg0PkAAI","Itron","Prospect","false","",""
"0017000000jg2EpAAI","Zhejiang Dafeng Technology CO., Ltd.","Prospect","false","",""
"0017000000jg3DcAAI","University of West Bohemia - Faculty of Electrical Engineering","Customer","false","","8836"
"0017000000jg3POAAY","University of Bradford","Prospect","false","",""
"0017000000jg3PiAAI","University of East London","University","false","",""
"0017000000jg88DAAQ","Yokogawa Electric Corporation - IA Platform Businesss Headquarters Foundation Technology","No Maintenance","false","","10424"
"0017000000jgAdFAAU","EDE Labs","Prospect","false","",""
"0017000000jgAdoAAE","Texas Instrument Villeneuve Loubet","Prospect","false","",""
"0017000000jgFLTAA2","Tageos","Prospect","false","",""
"0017000000jgJI4AAM","Smart Com","Partner","false","","10250"
"0017000000jgJYJAA2","Minntronix","Customer","false","","11127"
"0017000000jgLjNAAU","Linear Radio Company, LLC","Partner","false","",""
"0017000000jgM05AAE","Xilinx Inc.","Prospect","false","",""
"0017000000jgWaWAAU","JDSU Corporation","Prospect","false","",""
"0017000000jgZcrAAE","Toshiba Electro-Wave Products Co., Ltd. - Kawasaki Plant","Prospect","false","",""
"0017000000jgev7AAA","TCI/SPX","Prospect","false","",""
"0017000000jgnkAAAQ","Nationz Technologies","Prospect","false","",""
"0017000000jgz1DAAQ","Taiyo Yuden Co., Ltd. - Egi Plant, Takasaki Global Center - Sales HQ","Customer","false","","10255"
"0017000000jh06EAAQ","The Hong Kong University of Science and Technology","Prospect","false","",""
"0017000000jh082AAA","RadioShack Hong Kong R&D","Customer","false","",""
"0017000000jh0V3AAI","CASIC 25 Beijing","Prospect","false","",""
"0017000000jh0fDAAQ","Kharkiv National University of Radioelectronics","Ex-Customer","false","","9406"
"0017000000jh2YMAAY","Microwave Systems Joint-Stock Company","Prospect","false","","10477"
"0017000000jh79jAAA","Finisar Malaysia Sdn Bhd","Prospect","false","",""
"0017000000jh7AHAAY","Universiti Teknologi Mara (UiTM)","University","false","","10444"
"0017000000jh8QOAAY","National Institute of Nuclear Physics (INFN) - Milano","University","false","","10107"
"0017000000jhDVOAA2","Korea Aerospace University","Prospect","false","","10314"
"0017000000jhSduAAE","Hebrew University of Jerusalem","University","false","","10445"
"0017000000jhT0dAAE","Ananya SIP Technologies","Prospect","false","",""
"0017000000jhcTcAAI","Tokyo Drawing Ltd. - Sendai office","Prospect","false","",""
"0017000000jhcWxAAI","Asahi Glass Co., Ltd. - Keihin Factory","Ex-Customer","false","","10462"
"0017000000jhhpNAAQ","Insta Elektro GmbH","Prospect","false","",""
"0017000000jhhv1AAA","University of Jordan","University","false","","10404"
"0017000000jhi4XAAQ","Atilim University -Electrical Engineering Department","University","false","","5663"
"0017000000jhj3NAAQ","FiberLogic Comms Inc","Customer","false","","10490"
"0017000000jhjAVAAY","Metalligence Tech Corp","Prospect","false","",""
"0017000000jhlSKAAY","Vitacom Services Corp","Prospect","false","",""
"0017000000jhlxEAAQ","NXP Semiconductors Japan Ltd","Prospect","false","",""
"0017000000jhqeSAAQ","SI2 Technologies, Inc.","Prospect","false","","10483"
"0017000000jhtA0AAI","Topanga Technologies","Customer","false","","10448"
"0017000000jhwfNAAQ","ZTE Corporation - Beijing","Prospect","false","","10509"
"0017000000jhxjoAAA","Evolution Telecommunications Technology (ETT)","Customer","false","","10451"
"0017000000ji0fWAAQ","Dwave Systems Inc","Prospect","false","",""
"0017000000ji0vAAAQ","National Security Technologies (NM)","Prospect","false","",""
"0017000000ji0veAAA","SMS Technologies","Prospect","false","",""
"0017000000ji0wXAAQ","Digi International","Prospect","false","",""
"0017000000ji1BWAAY","Renesas Mobile Europe Oy","Prospect","false","",""
"0017000000ji1C2AAI","IcLibrary","Prospect","false","",""
"0017000000ji1CxAAI","Damm Cellular Systems A/S","Prospect","false","",""
"0017000000ji1D8AAI","Danish Care Technology ApS","Prospect","false","",""
"0017000000ji1IqAAI","MIKES","Prospect","false","",""
"0017000000ji1J0AAI","NanoNord A/S","Prospect","false","",""
"0017000000ji1JAAAY","Polaric","Ex-Customer","false","",""
"0017000000ji4GGAAY","Tohoku University - Department of Nano-Mechanics Facility of Engineering","University","false","","10452"
"0017000000jiDO7AAM","The University of Tokushima","University","false","","10454"
"0017000000jiNJNAA2","Mwave Solutions","Customer","false","","10474"
"0017000000jiSjOAAU","Czech Technical University","Customer","false","","2172"
"0017000000jiW0sAAE","Agile RF, Inc.","Prospect","false","",""
"0017000000jiWgsAAE","Campnet Co., Ltd.","Prospect","false","",""
"0017000000jiWhMAAU","DTAQ(Defense Agency for Technology and Quality)","Prospect","false","",""
"0017000000jiWmrAAE","Alcatel-Lucent Deutschland AG","Prospect","false","",""
"0017000000jiaTnAAI","XAD Communications Ltd","Prospect","false","",""
"0017000000jiiuwAAA","Honeywell Beijing","Prospect","false","",""
"0017000000jiivWAAQ","Shenyang ZhongKe Microelectronics Co Ltd","Prospect","false","",""
"0017000000jilA5AAI","Indra Navia AS","Enterprise","false","","10465"
"0017000000jin5vAAA","Honeywell Technology Solutions China","Prospect","false","",""
"0017000000jiqduAAA","MKS Medical Electronics","Prospect","false","","10554"
"0017000000jisNXAAY","Hill Air Force Base","Customer","false","","10687"
"0017000000jiyG3AAI","Flat Earth","Prospect","false","",""
"0017000000jiyi5AAA","National Instruments Germany GmbH","Partner","false","","Many"
"0017000000jj66CAAQ","Atlanta Micro","Customer","false","","10494"
"0017000000jj9t6AAA","University of Oxford - Department of Physics","University","false","",""
"0017000000jj9tgAAA","Joint-Stock Company Ural Design Bureau DETAL, (UPKB Detal)","Customer","false","","10468"
"0017000000jjAeiAAE","Paragon AG","Prospect","false","","10480"
"0017000000jjW1ZAAU","AOSense, Inc.","Prospect","false","",""
"0017000000jjWRLAA2","Ho Chi Minh City University of Techology","Customer","false","","10461"
"0017000000kgKVYAA2","University of Sussex","Prospect","false","",""
"0017000000kgLLCAA2","Foxconn","Prospect","false","",""
"0017000000kgQIVAA2","Nokia Siemens Network - Shanghai","Prospect","false","",""
"0017000000kgRyXAAU","Sierra Wireless (CA)","Prospect","false","",""
"0017000000kgTolAAE","LiteOn Technology Corp","Customer","false","","10657"
"0017000000kgTsdAAE","National Instruments (UK)","Partner","false","",""
"0017000000kgUPOAA2","Technological Educational Institute of Western Greece","Customer","false","","10478"
"0017000000kgXrgAAE","KARI-Korea Aerospace Research Institute","Prospect","false","",""
"0017000000kgXthAAE","SOLiD","Ex-Customer","false","",""
"0017000000kgb1pAAA","SEWON TELETECH","Prospect","false","",""
"0017000000kgbzyAAA","University of Cambridge","University","false","",""
"0017000000kgkSwAAI","Universal Electronics Inc.","Prospect","false","",""
"0017000000kgprAAAQ","ZAO VNIIRA-Navigator","Customer","false","","10712"
"0017000000kgrHWAAY","Nuvotronics - AZ","Prospect","false","",""
"0017000000kgrHlAAI","Nuvotronics - HQ VA","Customer","false","","10527"
"0017000000kgx7pAAA","Cambridge Communication Systems Limited","Prospect","false","",""
"0017000000kgxxLAAQ","LNLS","Prospect","false","",""
"0017000000kh7UWAAY","Secura Key","Prospect","false","",""
"0017000000kh8ioAAA","Rohde & Schwarz Hellas A.E. - Greece","Partner","false","","10487"
"0017000000kh9rcAAA","Radio Research and Development Institute (NIIR)","Prospect","false","","10403"
"0017000000khR1KAAU","Insitu, Inc.","Prospect","false","",""
"0017000000khwW7AAI","National Kaohsiung Marine University (NKMU)","Prospect","false","","10492"
"0017000000ki21CAAQ","National Taiwan Ocean University (NTOU)","University","false","","10491"
"0017000000ki37yAAA","Moscow Engineering Physics Institute(MEPHI)","Customer","false","","10500"
"0017000000ki6cmAAA","Jain University","Prospect","false","","10513"
"0017000000ki9otAAA","Accutec Instruments, Inc.","Prospect","false","",""
"0017000000ki9rnAAA","SRI International","Prospect","false","",""
"0017000000kiCHqAAM","Cobham Aerospace Communications - Seattle","Prospect","false","",""
"0017000000kiGuBAAU","Carl Zeiss MicroImaging GmbH","Prospect","false","",""
"0017000000kiGvTAAU","Ista Imternational GmbH","Prospect","false","","10590"
"0017000000kiIJ0AAM","National Instruments Italy","Partner","false","",""
"0017000000kiMFzAAM","Mediatek","Prospect","false","",""
"0017000000kiSCkAAM","ITT Systems Corporation","Prospect","false","",""
"0017000000kiWaiAAE","Advanced Systems Laboratory (ASL)","Customer","false","","10703"
"0017000000kj492AAA","National Instruments R & D India","Partner","false","","10485"
"0017000000kj4hDAAQ","Mediatek-UK","Customer","false","","10499"
"0017000000kj7fwAAA","BMLV","Prospect","false","",""
"0017000000kj7g6AAA","Toshiba Corporation - Komukai Complex, PCB Department","Prospect","false","",""
"0017000000kj9GiAAI","GreenPeak Technologies","Customer","false","","10502"
"0017000000kjC5fAAE","Dai Nippon Printing Co., Ltd. - Chiba site","Prospect","false","",""
"0017000000kjC6EAAU","Renesas Electronics Corporation - Parent","Enterprise","false","",""
"0017000000kjCJ8AAM","AMEDTEC Medizintechnik Aue GmbH","Prospect","false","",""
"0017000000kjKPlAAM","SVS Telekom","Prospect","false","",""
"0017000000kjMmUAAU","Nippon Telegraph and Telephone Corporation (NTT) - Photonics Laboratories, Advanced Opto-electronics Laboratory","No Maintenance","false","","10540"
"0017000000kjVvlAAE","Mesaplexx","Prospect","false","",""
"0017000000kjYCQAA2","National Instruments Japan Corporation","Partner","false","",""
"0017000000kjYaNAAU","National Chia Yi University","University","false","","10511"
"0017000000kjaf1AAA","ZTE Corporation - Parent","Enterprise","false","","10505"
"0017000000kjlqGAAQ","LGS Innovations","Customer","false","","10529"
"0017000000kjtGbAAI","National Instruments - Russia","Partner","false","",""
"0017000000kjuGEAAY","IXYS","Prospect","false","",""
"0017000000kjuI0AAI","Mikes TR","Prospect","false","",""
"0017000000kjuIAAAY","Yeditepe University - Electrical and Electronics Engineering Department","University","false","","9474"
"0017000000kjzOmAAI","Romkatel","Partner","false","","10256"
"0017000000kk2paAAA","Oki printed circuit","Prospect","false","",""
"0017000000kk2s0AAA","Medusa Scientific","Prospect","false","",""
"0017000000kk3FsAAI","Siemens Medical Solutions - TN","Prospect","false","",""
"0017000000kk3HTAAY","Security General Directorate(EGM) TR","Prospect","false","",""
"0017000000kk3PcAAI","Italmec","Prospect","false","",""
"0017000000kk3TUAAY","Galor-Mic","Prospect","false","",""
"0017000000kk3XHAAY","OAO Academia Mintsa","Prospect","false","",""
"0017000000kk6S8AAI","Tunstall Health","Prospect","false","",""
"0017000000kk6VWAAY","AGH University of Science and Technology","University","false","","9358"
"0017000000kk6VqAAI","Wicomm Center of Excellence","Prospect","false","",""
"0017000000kk6XSAAY","Gdansk University of Technology","University","false","","6010"
"0017000000kk6cPAAQ","GDYNIA MARITIME UNIVERSITY - Department of Marine Electronics","University","false","","10019"
"0017000000kk6dwAAA","Efkon AG","Prospect","false","","10517"
"0017000000kk7uQAAQ","L-3 Communications - Narda Microwave - San Diego","Customer","false","","10411"
"0017000000kkChHAAU","Chung Shan Institute of Science and Technology","Customer","false","","10516"
"0017000000kkDAFAA2","Bowei Integrated Circuits Co. Ltd","Prospect","false","",""
"0017000000kkDBnAAM","Wavetek Microelectronics Corp","Prospect","false","",""
"0017000000kkDFiAAM","MPI Corporation","Prospect","false","",""
"0017000000kkDsPAAU","Microwave Technology Inc.","Prospect","false","",""
"0017000000kkFVaAAM","ChipSIP Technology Co Ltd","Prospect","false","",""
"0017000000kkFblAAE","Accton Technology Corporation","Prospect","false","",""
"0017000000kkFcKAAU","CISCO Systems R&D Co Ltd","Prospect","false","",""
"0017000000kkFcZAAU","ZTE Xi'an R&D Center","Prospect","false","",""
"0017000000kkG9YAAU","University of Udine - Dip di Ingegneria Elettrica","University","false","","2453"
"0017000000kkGB4AAM","Universita degli Studi di Bologna - Department of Electronics, Computer Sciences and Systems","University","false","","10010165"
"0017000000kkGhvAAE","ADB Broadband","No Maintenance","false","","6392"
"0017000000kkHblAAE","Pace","Prospect","false","",""
"0017000000kkQvyAAE","Bilkent University","University","false","","9598"
"0017000000kkQxGAAU","Middle East Technical University- Department of Electrical and Electonic Engineering","University","false","","8980"
"0017000000kkQxkAAE","Hacettepe University- Department of Electrical and Electronics Engineering","University","false","","10008"
"0017000000kkR0FAAU","ONAIR MEDYA LTD","Prospect","false","",""
"0017000000ld5cAAAQ","Kyushu Institute of Technology","Prospect","false","",""
"0017000000ldjk6AAA","Nippon Telegraph and Telephone Corporation (NTT) - Basic Research Laboratories, Materials Science Laboratory","Prospect","false","",""
"0017000000ldjnKAAQ","Amphenol Shanghai","Prospect","false","",""
"0017000000ldk1vAAA","OAO VNIIRT","Prospect","false","",""
"0017000000ldpz9AAA","Cadence Design Systems, Japan","Competitor","false","",""
"0017000000ldq6yAAA","Agilent Technologies,Japan","Competitor","false","",""
"0017000000ldq8dAAA","Chiba Institute of Technology","University","false","",""
"0017000000ldq96AAA","Kanazawa University","University","false","",""
"0017000000ldqFpAAI","Yamagata University - Faculty of Engineering","University","false","",""
"0017000000ldqGsAAI","University of  Ryukyu","University","false","",""
"0017000000ldqHHAAY","University of Kitakyushu","University","false","",""
"0017000000ldqlNAAQ","Beijing Institute of Electronic System Engineering","Prospect","false","",""
"0017000000le0l0AAA","Saint-Gobain Sekurit","Prospect","false","",""
"0017000000leamKAAQ","Ehime University","University","false","",""
"0017000000legKgAAI","Lenovo Beijing","Prospect","false","",""
"0017000000leltIAAQ","TDK-EPC AG","Prospect","false","","7516"
"0017000000lem6TAAQ","LGS Innovations","Prospect","false","",""
"0017000000lf8XNAAY","Yaguang Electronics Co Ltd","Prospect","false","",""
"0017000000lf8YqAAI","CSGC 081","Prospect","false","",""
"0017000000lf8ZmAAI","784 JinJiang Electric Co Ltd","Prospect","false","",""
"0017000000lf8ZrAAI","ChengDu Chengguang TV Equipment","Prospect","false","",""
"0017000000lf8ZwAAI","57 Institute of HQ of the General Staff","Prospect","false","",""
"0017000000lf8aBAAQ","Goldtel Group","Prospect","false","",""
"0017000000lf8aGAAQ","Goldtel College","Prospect","false","",""
"0017000000lf8bOAAQ","Institute of Electronic Technology, UESTC","Prospect","false","",""
"0017000000lf8bYAAQ","SiChuan YongXin","Prospect","false","",""
"0017000000lf8bdAAA","Nvidia in UESTC","Prospect","false","",""
"0017000000lf8biAAA","CETC 30","Prospect","false","",""
"0017000000lf8bsAAA","ChongQing JinMei 716","Prospect","false","",""
"0017000000lf8bxAAA","CETC 24","Prospect","false","",""
"0017000000lf8c2AAA","CETC 26","Prospect","false","",""
"0017000000lf8cCAAQ","CETC 44","Prospect","false","",""
"0017000000lf8cHAAQ","China Academy of Engineering Physics (CAEP)","Prospect","false","",""
"0017000000lf8cMAAQ","Sichuan JiuZhou Electric Group Ltd 783","Prospect","false","",""
"0017000000lfJZNAA2","Ganide","Prospect","false","",""
"0017000000lfQH5AAM","University of Tetouan","University","false","","10550"
"0017000000lfTJHAA2","Lucerne University of Applied Sciences and Arts","University","false","","10551"
"0017000000lfWtBAAU","Universidad Politécnica de Seville","University","false","","10543"
"0017000000lfZt6AAE","Colorado Engineering, Inc.","Prospect","false","","10570"
"0017000000lfZweAAE","Quantum Composers","Prospect","false","",""
"0017000000lfZyzAAE","Cavendish Kinetics","Prospect","false","",""
"0017000000lfacZAAQ","VMTA - Vietnam Military Technical Academy","Customer","false","","10555"
"0017000000lfbQkAAI","Nokia Siemens Network - Beijing","Prospect","false","",""
"0017000000lfdmkAAA","Fiber-span","Customer","false","","10630"
"0017000000lfuKJAAY","Samsung Thales-MFR Group","Prospect","false","",""
"0017000000lgA6eAAE","ELTI d.o.o.","Prospect","false","",""
"0017000000lgREyAAM","Synapse Product Development","Prospect","false","",""
"0017000000lgRl8AAE","Kumamoto Inductrial Research Institute","Prospect","false","",""
